GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1912,23568.255,31926.489,11249.88,6063.161,145355.934,227126.724,91573.77888,23998,5680.622737,16191,16701,216307.134,815741.9786,,,7494,40028,,,23764,5688.504,33274.948,497722.446,560449.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28769.70053,18747,10067.41145,6292,25740,4291,4013,2747.312704,100667.4247,,,,,,,,,,,,,,,,,,,,208946,42818,70506.552,8390,8789,,2297,,,,2486,,,,5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,23451,32347,11670,6389,144489,237332,95487,24955,5987.967999,17273,16483,224618,840481.968,11891,8635,7467,41653,3843,902079.968,24861,5781,34916,517383,582941,728,7240,27755.44389,16447.33612,46449,21810,14364,134793.78,,,,,,,,,,,,,,,,,,,,,,,,,232351,29060.30357,19188,10251.93607,6420.232521,25921,4434,3896,3172.416517,102343.8887,,,,,,,,,,509,,,,,,16670,1782,120795.8887,241431,204242,45152,71653,9272,9206,7304,2545,,8445,623,2776,3039,,413,5938,612039,,,,,4257,14062,1682,28115,,10994,2613,,348,,876,,,,2692,18195,,,875,40588,680742,6395,,,,,,,,,,,,,,10950,,,,,1595,,,,,,,,,,,,3630,,,,,,,,,,,9857,,,,,1651,,,,,,79486,,2733189.637
1914,19571.53457,30299.897,12405.21,6107.884,134230.281,202206.864,95412.57757,24281.215,6111.474834,17543,16496.48609,226864.18,791530.6041,,8208,7520,41075,3594,,24797,5931.306,32576.628,477544.509,540849.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26038.032,18844,8663.211535,6199,26095,4407,3246,2772.692036,96264.93557,,,,,,,,,,,,,,,,,,,,215400,45076,69503.41,9103,9709,,2491,,,,2893,,,,5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,18154.42414,29934.838,11541.63,5801.212,131484.99,192001.588,106729.6083,25104.73,6380.469187,17811,16658.31918,245058.238,806661.0468,,6289,7352,41746,3673,,24341,5960.211,34671.588,490996.467,555969.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26183.33352,19688,8384.330908,6173,26270,4787,3078,2858.347282,97422.01171,,,,,,,,,,,,,,,,,,,,210110,45647,75952.18,8532,11433,,2605,,,,3007,,,,5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,17933.31471,31672.334,12031.77,5877.88,138131.484,193900.244,119746.2768,25778.515,6627.406003,18725,16605.87327,250449.07,837479.1678,,5385,7397,43687,3822,,24172,5913.963,38163.188,558773.64,627022.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25427.76562,20263,10277.90925,6854,26446,5283,3183,2696.554039,100431.2289,,,,,,,,,,,,,,,,,,,,216245,46350,87703.272,9966,11286,,2827,,10405,,3258,,,,5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,17548.04829,27199.206,11319.9,4938.697,117036.09,194137.576,125383.1803,24131.485,6023.70582,17464,14789.74636,252695.25,812666.8848,,4733,7281,43150,3732,,23716,5769.438,39734.408,544804.299,614024.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23364.48407,21664,10499.13197,7434,26624,5478,3511,3147.037185,101721.6532,,,,,,,,,,,,,,,,,,,,212341,46513,90641.045,11624,12596,,3212,,,,3449,,,,6137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,17186.23286,21917.403,10946.46,4280.63,92328.471,194612.24,127249.2661,22634.185,5782.148891,16376,14737.30045,254267.576,782317.9133,,8037,6913,42844,3634,,23155,5676.942,37185.54,593955.684,659973.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27665.409,21223,10632.75783,7391,26803,5511,3721,3128.002686,106075.1695,,,,,,,,,,,,,,,,,,,,185202,47597,91572.534,13272,13689,,3087,,,,3300,,,,5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,14502.76843,25854.495,12358.53,5168.701,108800.217,156591,105979.7129,28049.42,6772.89352,17129,15706.80055,226639.562,723553.1004,,7212,7064,43112,3446,,24488,6312.852,34357.344,599129.514,664287.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28682.51962,24024,9122.503824,7588,26983,5694,4204,2921.795612,109219.8191,,,,,,,,,,,,,,,,,,,,210730,51402,100959.077,12757,14705,,3210,,,,4020,,,,6041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,15571.464,29920.975,12942.03,5782.045,125849.919,170235,96757.32527,28897.89,7217.425901,18280,16725.74964,212937.864,741117.6878,,8166,7411,46226,3523,,25534,7000.791,33973.268,593438.301,659946.36,,,25090.92127,13585.49963,,,12810,,,,,,,,,,,,,,,,,,,,,,,,,,,30774.86148,26393,10304.83854,7797,27164,5751,3666,3508.692668,115359.3927,,682,,,,1091,2032,,917,,809,,,,,,,,,194051,50779,94653.613,13826,12889,,3202,,,,3936,,,,5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,17236.485,30438.527,12568.59,5973.715,120648.315,189511,95286.62852,30669.695,6517.656307,16720,16310.67773,195642.278,737523.5676,7841,11196,7831,47370,3346,815107.5676,26818,6538.311,30307.088,579986.343,643649.742,,,27117.06868,,,,13129,,,,,,,,,,,,,,,,,,,,,,,,,,,31559.48968,26944,8931.4219,7999,27346,5989,3857,3651.451411,116277.363,,668,,,,1094,2231,,927,,840,,,,,,,,,208785,51212,105043.298,13505,14069,,3361,,9392,,3889,,,,5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,18784.251,33414.451,13840.62,6606.226,142321.665,206188,100210.1422,32341.68,7217.425901,18540,17890.04882,205750.088,803104.5979,7800,11565,8788,49390,3843,884490.5979,28225,6312.852,34741.42,612064.089,681343.361,,,26395.42714,,,,13522,,,,,,,,,,,,,,,,,,,,,,,,,,,34058.67578,28801,9258.147741,8206,27994,6505,4411,3752.96874,122986.7923,,727,,,,1159,2106,,1008,,769,,,,,,,,,217594,52033,104756.686,15124,13075,,3779,,,,4259,,,,5831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,18596.643,34611.29,15299.37,7091.79,149690.604,171318,106265.8683,33140.24,7412.254668,19484,18925.48091,212264.01,794099.5509,7760,11947,9169,50028,3780,876783.5509,29579,6821.58,36801.464,692775.837,765977.881,,,28588.1072,,,,14234,,,,,,,,,,,,,,,,,,,,,,,,,,,37836.51525,30454,11151.47221,8420,28953,6953,4644,4330.348546,132742.336,,672,,,,1208,2316,,1002,,823,,,,,,,,,210511,52858,104828.339,14196,14165,,3908,,,,4194,,,,5782,,,,,,,,,,,,,,,,,,,,,9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,20754.135,35743.435,15346.05,7277.071,168474.174,200557,107312.2219,35560.875,7409.564724,20514,19631.253,221024.112,859603.8916,7720,12341,8828,51443,4072,944007.8916,31524,6942.981,37360.12,713988.54,789815.641,,4976.463791,31557.9397,15740.10066,,,15264,,,,,,,,,,,,,,,,,,,,,,,,,,,40771.60591,30434,11992.21661,8637,28487,7608,5089,5015.590513,138034.413,,769,,,,1292,2504,,936,,872,,,,,,,,,220763,55683,107766.112,15495,14420,,4254,,,,4095,,,,6148,,,,,,,,,,,,,,,,,,,,,11819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,22161.195,36293.334,14995.95,7692.356,169196.619,223082,114396.5508,37058.175,7865.087446,20638,21065.274,231805.776,906250.3173,7680,12748,9223,54627,4278,994806.3173,33002,7312.965,41445.292,730544.796,812305.053,,5155.989902,35277.16918,18914.43653,,,16025,,,,,,,,,,,,,,,,,,,,,,,,,,,40597.24409,30556,12514.31384,8859.920878,30250,7809,4890,6481.246944,141957.7257,,766,,,,1203,2456,,1130,,963,,,,,,,,,223375,57610,112208.598,15617,14557,,4513,,,,4743,,,,6534,,,,,,,,,,,,,,,,,,,,,13159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,22536.411,37522.52,15871.2,7986.25,173675.778,229363,115594.8225,40027.82,7983.060684,22279,22120.186,223270.292,918230.3402,7640,13169,9163,54424,4317,1006943.34,33792,6925.638,43679.916,778144.032,862541.586,,6671.190277,35138.39196,18124.9644,,16849.68732,17154,,,,,,,,,,,,,,,,,,,,,,,,,,,42544.28442,31210,11471.86349,9707.391571,32064,8602,5338,7839.041213,148776.5807,,847,,,,1422,2480,,1140,,837,,,,,,,,,230410,60781,113211.74,16399,15177,,4604,,11326,,5316,,,,7022,,,,,,,,,,,,,,,,,,,,,15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,23216.49,38913.441,16186.29,8612.372,170063.553,252321,113094.2996,41699.805,8284.949203,22986,23306.962,241239.732,959924.8939,7845,13603,10772,59140,4503,1055787.894,34305,6729.084,48009.5,785904.777,874948.361,,7274.398009,37775.15913,18914.43653,,16849.68732,16884,,,,,,,,,,,,,,,,,,,,,,,,,,,45566.556,33476,11263.77885,10580.54319,30664,8754,6106,8793.938585,155204.8166,,769,,,,1250,2643,,1252,,841,,,,,,,,,230426,64989,114859.759,16808,15913,,4620,,,,5165,,,,7053,,,,,,,,,,,,,,,,,,,,,13886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,24295.236,40951.302,16734.78,9193.771,181911.651,263367,121182.3589,43920.8,8649.936112,23687,24609.119,244159.766,1002662.72,8058,13864,9732,59371,4694,1098381.72,34368,7474.833,52269.252,794700.288,888812.373,,7159.501298,41105.8124,20575.61748,,16849.68732,18381,,,,,,,,,,,,,,,,,,,,,,,,,,231886,48414.46575,37333,13797.61395,11357.39133,30846,9319,6429,9847.180869,167343.6519,,809,,,,1466,2702,,1408,,1065,,,,,,,,,232745,68099,124246.302,17458,16105,,4762,,,,5865,,,,7202,,,,,,,,,,,,,,,,,,,,,15388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,24647.001,40595.485,17855.1,9302.384,194193.216,262284,125180.4613,44270.17,9467.755799,25338,25466.235,251347.542,1029947.35,8294,14696,10789,63570,4810,1132106.35,33662,7740.759,52199.42,843334.29,936936.469,905,7023.061454,42240.31616,21249.95826,58980.15581,16078.53458,19363,165840.0263,,,,,,,,,,,,,,,,,,,,,,,,,238392,50623.04882,37415,14519.38565,11768.28621,29653,10293,6483,11166.90614,171921.6268,,775,6132,,,1468,3016,,1394,,1190,,,,,,,,274090,242409,70015,128115.564,18208,15328,9568,5028,,,,7261,,,,7571,,,,,,,,,,,,,,,,,,,,,17842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,23966.922,40207.321,18917.07,9193.771,188558.145,258602,119013.9617,44170.35,10181.28253,26400,25301.405,249550.598,1014062.826,8480,14342,10656,61435,4719,1113694.826,30458,7405.461,50453.62,768313.755,856630.836,,7741.165897,40856.0134,20789.43285,56246.78093,17235.26369,18995,,,,,,,,,,,,,,,,,,,,,,,,,,252333,48530.70696,35187,12194.78933,11665.56249,27787,9113,7368,11366.76838,163212.8272,,813,5776,,,1505,3145,,1485,,962,,,,,,,,277567,244097,70525,118800.674,18230,14583,,5247,,,,7219,,,,7220,,,,,,,,,,,,,,,,,,,,,18649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,22043.94,39495.687,19127.13,8970.156,177288.003,238893,118323.1229,41475.21,9385.443527,26128,24246.493,236747.372,962123.5575,8716,13746,11204,59871,4462,1060122.557,28416,6775.332,42667.352,709332.093,787190.777,,8875.770917,39468.24121,19786.14535,52177.08944,17640.11888,18430,,,,,,,,,,,,,,,,,,,,,,,,,,257213,45159.71175,34401,9607.302229,11594.93993,28720,8376,6094,9187.318233,153140.2721,,803,4853,,,1349,2933,,1517,,900,,,,,,,,280393,242489,65218,119803.816,18372,14767,,5321,,13235,,6988,,,,6914,,,,,,,,,,,,,,,,,,,,,19763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,19769.193,37716.602,18625.32,8931.822,165728.883,220916,122140.3909,40901.245,9851.95659,25322,23422.343,238544.316,931870.0715,8508,14912,11422,61163,4615,1032490.071,30025,6607.683,39629.66,615685.77,691948.113,,8933.219273,37886.1809,19259.83059,48107.39794,16656.89914,16712,,,,,,,,,,,,,,,,,,,,,,,,,,254424,43677.63626,35599,8117.831908,12243.38342,24417,8055,5657,8800.283418,146567.135,,739,3894,,,1210,2567,,1359,,810,,,,,,,,289304,245209,64461,129835.236,19189,14899,,5649,,,,6431,,,,6604,,,,,,,,,,,,,,,,,,,,,18568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,19112.565,38525.277,19220.49,9525.999,177576.981,234778,121317.3965,40826.38,10098.89341,26088,24592.636,245507.474,967170.0919,8294,15784,12194,59966,4470,1067878.092,32110,7047.039,36801.464,602751.195,678709.698,,9084.021206,36276.36516,21003.24822,46771.08133,17447.33069,17228,,,,,,,,,,,,,,,,,,,,,,,,,,264880,45711.85751,38374,10003.18291,12930.3483,27191,8961,4948,9628.284129,157747.6728,,880,4213,,,1374,2593,,1275,,1019,,,,,,,,289304,245433,64035,142589.47,19370,18156,,5494,,,,6762,,,,6699,,,,,,,,,,,,,,,,,,,,,21007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
