GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1976,92307,128743,73382,53676,729326,993132,635737,191194,52058.16963,121891,108745,680933,3861124.17,23571,74296,65566,309546,17038,4351141.17,188678,39887,350467,3701163,4280195,5642.747538,52371.35704,111049.531,61315.66904,202208.9997,83997.81196,103374.8837,619961,,,,,,,,,,,,,,,,,,,,,,,,,1634589,211327,498823,45349.10092,91488,326267,66507,16026,142978,1398765.101,13118,9231,22974,11377,26075,10572,21654,5422,5467,7603,7880,7458,6758,21464,10059,187112,14983,1600860.101,793568,551402,213675,1315966,98090,124664,90391,64399,42098,21350,35718,36536,8893,76898,15588,21669,3510905,10694,4650,2554,1396,45652,39879,13249.80951,118074.8095,1180.343099,229241,57735.40745,34480.47288,5789.250887,19465.82143,10988.8012,4396.977128,6262.918743,92250.89311,45834.46094,171601,15308.22051,16362.79327,2958,713856.3606,4342836.17,43387.07321,5669,3028.758305,1024.062255,3761.112273,2121.155297,8060.604694,146.9978567,1678.721923,2267,194.2025959,3198.97467,13885.71012,467.9701036,60621.66172,277,22169.5,8486.932797,667.6855956,12170.54664,2279.783527,660.8931106,13161.991,995.8551663,2096,17438,8300.424618,3269.416814,4351.832636,1458.787065,4086.019417,35950,13942.05927,3220.88118,3594.686588,91926.50757,3450.065345,126,7586.637363,217.3852501,3305.009479,4944,112940.8862,17301.52721,1323.922927,10385.63786,2314.629496,15053.83338,8605.505017,17950.67288,5426.367261,8816,182,619947.8877,,17449530.33
1977,96624,129549,74573,53808,756545,1021710,654108,196392,54279.75556,120149,111392,695699,3964828.756,25506,76843,69239,321868,18095,4476379.756,190653,37944,362245,3868829,4459671,5792.619011,51868.68393,116073.2663,65164.34569,205974.9829,85906.41499,110900.6872,641681,,,,,,,,,,,,,,,,,,,,,,,,,1673159,224084,522154,49819.92245,95283,337499,66470,16205,151927,1463441.922,13670,10055,24038,11930,27731,11189,23344,5448,6047,7443,8556,7546,7478,22867,10698,198040,15187,1676668.922,843097,593834,230338,1373741,103585,137531,99304,70962,42525,22625,39908,39513,9161,79951,16797,23082,3725954,9959,5016,2633,1479,46379,41343,13471.82986,120280.8299,1321.723262,226315,59319.61071,34480.47288,6166.364295,18721.63839,11260.45682,4410.0679,5585.599069,106190.9898,45253.63857,179005,17978.03563,18167.0027,3137,737312.6,4583547.43,47319.21635,5799,3199.137288,1060.962697,4026.797908,2383.215398,8519.711552,147.9194734,1815.780284,2098,190.3036117,2933.631057,14540.69644,410.2615933,68529.67359,281,22775.5,6731.90695,700.8144044,12449.85118,2331.543318,613.6509395,14368.67277,1171.594313,2079,18904,8498.158397,3437.360057,4648.357043,1439.66002,4353.228312,37711,14055.40934,3424.189289,3873.219294,95277.12227,3628.839033,140,7382.857143,233.9958742,3352.947867,6185,112734.0979,19931.7823,1363.926641,10678.14369,2441.089928,15567.38863,8738.247492,18043.44121,5163.147954,8108,193,645985.4508,,18157092.56
1978,96273,133231,75674,54934,777544,1050404,678494,201024,56172.86095,119985,111847,720501,4076083.861,27340,81989,71189,332597,19058,4608256.861,196184,38097,376894,4089548,4700723,5945.284081,52988.92686,117488.794,66743.28996,213446.2075,88701.84366,117013.6539,662328,,,,,,,,,,,,,,,,,,,,,,,,,1715215,214233,548342,53913.82193,103366,365340,66463,17058,155528,1524243.822,14128,10677,25527,12207,29664,11935,24511,5710,6662,7496,7884,8285,8297,24379,11947,209309,15392,1748944.822,935083,625695,240853,1446165,108942,150442,109112,80608,45657,24086,43300,42970,9563,86406,18245,24523,3991650,10752,5484,2714,1567,47104,41622,14174.23731,123417.2373,1423.951994,199481,70127.39735,36143.62305,7461.991549,20072.03795,11538.73819,4325.738975,6114.183003,112510.9595,49201.54714,184113,17556.6048,19711.12859,3332,743113.9021,4858181.139,53387.33848,6037,3300.639661,1264.065128,4495.899108,2356.839219,8985.377079,163.6527863,1847.857773,2088,196.8572235,2883.136564,15981.66636,427.36708,73795.25223,306,22523,4882.538771,664.7188366,13507.64283,2394.282459,694.0455115,15662.96841,1350.688246,2161,19553,8274.060115,3746.777226,4523.682008,1433.595348,4519.784529,38808,14161.67504,3650.532307,4393.954353,89652.87617,3985.052276,149,7092.21978,250.3548221,3362.535545,6500,116077.1757,19621.17429,1399.329928,10987.46019,2689.302158,16570.97753,8260.374582,17022.98952,5195.206716,8338,204,661780.9239,,18955429.75
1979,101525,136350,78356,58756,802491,1092615,716984,205501,58690.11011,123821,114634,740370,4230093.11,28180,85015,75203,337333,20007,4775831.11,206515,38874,392561,4228647,4866597,6100.8293,55028.34348,118487.9899,66874.86865,209497.9994,91265.92651,125043.0427,672299,,,,,,,,,,,,,,,,,,,,,,,,,1707083,229547,587289,58378.78075,108906,398788,70441,18110,156752,1628211.781,14125,11207,26165,12733,31274,11744,25667,6127,6976,7363,5785,8651,9215,25868,12500,215400,15601,1859212.781,1007193,594510,253961,1525477,115086,161172,114828,87197,47846,25222,48289,46469,9790,89580,19932,26125,4172677,10715,5593,2798,1661,47842,41873,15253.21441,125735.2144,1418.876809,182267,86258.10692,38415.50793,8141.542443,22827.1875,10872.85062,4511.140835,6364.364144,120027.7627,50986.10283,182536,21925.70132,20805.3654,3531,760888.5095,5059300.724,58193.2912,6184,3565.270847,1390.966646,4541.563827,2403.635666,9473.997949,181.6901408,1744.820991,1640,201.751693,3322.735683,16282.36463,444.4725667,79620.17804,341,23970.66667,4814.043653,772.8407202,13162.96915,2399.772134,707.8037578,16252.37073,1262.173521,2257,22155,9086.965649,3919.284143,5612.061367,1499.840235,4679.151268,40584,14367.12205,3805.767563,4708.817412,95851.51336,4359.943367,166,7589.978022,291.629706,3554.2891,6270,120626.5187,17585.7005,1424.33225,11121.94563,2851.413669,17656.89207,7350.140468,16999.79744,5036.60021,8338,215,692839.0844,,19633162.7
1980,103874,142458,78010,61890,813763,1105099,742299,207979,61594.94169,124783,119909,728224,4289882.942,29047,86505,78655,344987,20768,4849844.942,210642,39141,397814,4230558,4878155,6270.028687,53448.5137,121763.1323,67549.20943,204213.4746,91516.55115,131058.0901,675819,,,,,,,,,,,,,,,,,,,,,,,,,1709174,232802,639093,63016.92061,113375,431983,73727,19205,149735,1722936.921,13995,11290,25527,13511,32706,10748,26632,6591,7014,6957,6043,9961,10549,26263,13501,221288,15812,1960036.921,1041142,637202,275805,1568457,121012,156846,120116,93563,48239,27381,53177,50333,9563,98907,21865,27550,4351158,10427,5705,2885,1758,48621,40671,14954.0906,125021.0906,1525.214025,156643,84392.26753,41053.35831,9689.200936,18178.13393,10879.47637,4783.915986,6815.910594,132159.6937,57097.36428,181165,27717.2681,20917.67877,3732,756749.4825,5232928.573,59273.41694,6483,3900.591186,1588.969016,4616.287911,2594.22483,10441.40169,248.8364972,1730.240314,1541,214.6100451,3891.046256,17538.74749,463.7387464,88222.55193,378,25022.75,4837.306146,696.5290859,12746.98367,2483.685735,595.085595,17160.36889,1351.462427,2149,22290,9157.270992,3944.840724,4953.305439,1559.553937,4208.240526,44278,14770.93169,3986.040763,4936.891294,97646.48552,4892.262034,189,7339.428571,284.2052604,3721.388626,6005,128415.5453,17757.52621,1465.736094,11216.08544,2720.917266,18966.26195,7099.826087,17355.40939,5190.144806,9288,228,724036.1324,,20029994.57
1981,103771,140680,77316,63043,822116,1109276,745816,206925,62189.9572,124043,121802,718733,4295710.957,30013,86553,79928,346768,21257,4860229.957,218780,41041,410164,4336141,5006126,6428.400175,54870.3605,121152.5126,68026.18218,193340.7167,90957.46542,133156.3624,667932,,,,,,,,,,,,,,,,,,,,,,,,,1724741,219434,611007,66931.65829,115789,469972,77098,19575,149253,1729059.658,14124,11035,27654,14069,34041,9869,26804,6410,7196,7142,6367,10367,11458,26544,14096,227176,16026,1972261.658,1103378,675882,294768,1618185,125154,166581,127211,99329,49877,28930,58066,53901,9563,106753,23960,29302,4570840,10547,5774,2974,1905,49388,42103,15037.26534,127728.2653,1567.507236,151918,69078.30275,43173.05951,10146.59096,14737.33259,10365.98099,5599.197074,5834.254715,142629.8343,62526.79079,189014,28492.33927,22190.63757,3940,761213.8277,5459782.093,60766.17498,6353,4121.721356,1735.970775,4819.703476,2876.705199,12222.08043,271.2844458,1757.457577,1557,226.3899549,4696.977974,18152.05287,491.4676406,91732.93769,387,25536.16667,4780.442275,690.7603878,12764.81162,2499.37052,702.9966597,17554.63126,1364.623509,2197,18098,8366.335878,3745.864491,4786.51046,1618.801125,4455.079236,43054,15040.13812,4110.228968,4995.423529,89820.4069,5209.78545,137,7282.637363,264.9520371,3951.492891,6482,135170.6304,18127.61235,1566.345436,11091.68641,2550.733813,20012.9738,7372.896321,17765.1362,5509.045121,10454,241,731539.4435,,20422612.15
1982,105750,142665,79650,65090,842787,1099799,749233,204517,62319.68933,125508,120051,729861,4327230.689,30698,86895,81634,352979,21886,4901322.689,218512,41809,397671,4254870,4912862,6596.199901,56644.07848,123511.7253,70476.83526,191579.2085,91034.58069,134359.3719,674202,,,,,,,,,,,,,,,,,,,,,,,,,1767262,212518,614538,57837.0136,116938,466649,77183,17724,146150,1709537.014,13508,10266,28292,14324,34421,9324,25858,6191,7078,7237,6312,10939,11058,25734,13271,223813,16243,1949593.014,1186387,697705,283922,1667653,129648,179220,134020,102857,50487,30499,59662,57102,10749,114852,25601,30788,4761152,10726,6218,3066,2064,50138,45526,15296.49681,133034.4968,1668.527591,175826,68500.94867,43948.47158,10897.08398,13006.47991,9680.216187,6245.211439,4730.559255,144989.06,63856.78984,198495,26144.52894,22563.23837,4176,794728.1158,5688914.613,64661.90939,6050,4565.794237,1864.972319,4925.562596,2864.793376,13146.85281,278.9865279,1789.535066,1640,235.2663657,5072.221366,18187.7794,512.8945133,101531.1573,403,25940.16667,4684.807582,778.7742382,11879.35681,2546.424875,745.4317328,18613.96245,1413.654989,2134,17502,8212.542939,3783.286626,4511.888424,1585.678681,4700.719699,47203,14629.2441,4164.310928,4934.872941,89006.68619,5646.046613,173,8388.395604,259.8555957,4018.606635,6716,134619.1949,20420.82471,1655.953756,11236.25825,2453.197842,19914.96708,7979.719064,17680.09856,5353.813221,10726,255,754198.4669,,20648354.78
1983,108716,142648,81656,66849,852644,1119394,758360,208014,64551.26648,127742,120659,755779,4407012.266,30624,87244,81492,361902,22385,4990659.266,218539,42955,409246,4433129,5103869,6771.256395,55574.10286,125371.34,69753.15247,201054.9081,90224.87032,135576.3699,684326,,,,,,,,,,,,,,,,,,,,,,,,,1823723,220016,593575,56216.39961,118806,446602,66818,16688,140665,1659386.4,12905,10551,29104,14959,33702,9386,25193,6238,7030,7405,6609,11013,10724,25855,12231,222905,16462,1898753.4,1287034,753942,295296,1706380,132115,199828,141504,111545,52961,31827,63055,60588,10433,122649,27695,32366,5029218,11157,6660,3161,2184,50905,48042,15734.43026,137843.4303,1785.015178,199031,62544.34444,45495.67228,11114.57761,14039.13839,9584.142857,7287.906631,4246.214668,129404.3936,64765.90311,205811,24832.78313,23855.56143,4465,808262.6533,5975324.084,68011.5128,5851,4366.414576,2158.975837,4869.519532,2954.132047,14068.34586,305.5159216,1680.666013,1897,243.9768623,5326.674009,17479.20328,519.2865636,109342.73,418,27261.58333,4755.887421,684.6620499,11338.57568,2577.794446,684.9286013,18729.45345,1292.10853,2119,17311,8278.454198,3944.840724,4710.694561,1663.119888,4718.693392,46930,13580.7559,4057.148526,4844.047059,82999.51269,5983.582008,158,8602.197802,255.3883445,3961.080569,6098,132172.1998,20843.7803,1664.354536,11185.82621,2320.010791,20847.99113,8571.371237,17927.48079,5249.20042,10896,269,758980.6776,,21235635.43
1984,109077,146180,85241,68866,865172,1150951,777841,214854,68364.14615,131758,124311,774665,4517280.146,31957,89645,79961,367170,23512,5109525.146,233618,45072,432711,4755958,5467359,6950.649691,57412.45023,128313.4171,71578.80678,208526.1328,93810.73055,138681.8129,705274,,,,,,,,,,,,,,,,,,,,,,,,,1847190,224491,625438,59525.04007,123037,462678,69878,16505,142664,1724216.04,13034,11379,30146,14999,35081,9595,25321,6256,7312,7343,6474,10963,11061,27747,12967,229678,16686,1970580.04,1447262,783042,315677,1773223,122440,217167,149644,123368,55833,33397,69340,65290,11441,127518,30006,33951,5358599,11336,7106,3258,2314,51695,52355,15971.19538,144035.1954,1860.417932,202379,62699.24431,45905.11884,12071.36286,14774.95982,9786.228137,8506.870587,4143.243772,129258.0182,62131.15816,217637,25892.57432,24778.29347,4769,826592.4904,6329226.686,71773.74852,5881,4712.610169,2400.028722,4948.394955,2950.728669,15170.20232,317.1019596,1803.143698,1937,251.5259594,5667.264317,16901.62443,521.4472567,116016.3205,528,26697.66667,4945.864446,665.3781163,12319.11289,2650.728697,712.94238,19056.01419,1401.526149,2100,15939,7975.262405,4122.824051,4917.924686,1542.759458,4940.368932,48894,13212.36816,4006.071119,4024.595765,79289.90356,5730.096929,145,8204.659341,265.2666323,4014.49763,6306,138892.8201,19799.60868,1698.357693,11464.8835,2389.294964,22039.75293,7843.183946,18924.7404,5230.640084,10688,285,775116.2559,,22204271.13
1985,111525,147650,88897,71184,877305,1176131,799697,221470,71918.56066,134009,128561,802000,4630347.561,32943,92442,82206,374627,24313,5236878.561,245444,45420,456107,4940383,5687354,7133.471552,55681.81852,129312.6131,69818.94181,210712.8327,93656.5,139884.8224,706201,,,,,,,,,,,,,,,,,,,,,,,,,1863687,209641,675090,60696.65968,127076,475505,71239,16746,144843,1780836.66,12943,11475,30694,14620,36570,9819,25167,6269,7640,7003,6204,11480,11501,28319,12436,232140,16912,2029888.66,1596691,814344,323451,1851315,113493,231386,156598,129478,57519,34349,69639,64617,12146,138632,29451,35381,5658490,11299,7554,3359,2446,52505,55481,16638.77391,149282.7739,1854.376044,207245,61713.51785,47488.55375,12493.28182,14147.83929,10028.0679,9696.913071,3698.562049,120604.6537,65927.54785,228744,25286.97935,24577.9985,5094,838601.2912,6646374.065,75511.71175,5911,5067.868475,2577.03084,5596.003691,3295.320684,16527.84689,344.7504593,1826.472781,2361,259.0750564,5411.821586,17732.26618,521.4472567,123673.5905,455,24913.33333,4846.352671,608.8448753,12943.09111,2713.467838,752.2279749,19876.3985,1450.299568,2071,14529,8155.419847,4445.932245,5029.121339,1586.611708,5285.463827,51955,12022.19237,4023.096921,4095.238118,86302.26147,5982.247876,157,8515.340659,290.4971635,3903.554502,6816,137238.5136,18557.17663,1804.167518,11437.98641,2501.629496,23278.55797,7998.682274,19009.77804,5316.69255,11430,301,799215.3845,,22969598.67
1986,114135,149854,92135,72873,898129,1202151,822404,227570,74507.36231,137620,130653,837280,4759311.362,32802,93941,85610,386998,25556,5384218.362,250539,46372,468055,5110480,5875446,7321.420592,57153.93263,131699.5812,71216.96538,217394.4157,95256.64193,145690.0425,725733,,,,,,,,,,,,,,,,,,,,,,,,,1940363,224985,729252,64093.38257,134844,457655,78348,18231,152244,1859652.383,12530,12107,30714,15057,37648,9926,25199,6261,7710,7119,6077,11857,11486,30630,12028,236349,17142,2113143.383,1703670,848990,342452,1904918,117371,258122,165264,144552,60011,33986,77122,65434,12664,147421,29975,37163,5949115,12161,7998,3463,2675,53331,57056,17444.87501,154128.875,1897.152606,187780,61072.79564,49760.43863,13626.48895,15351.91071,9580.829984,9906.060983,3129.552503,113260.0568,62669.89195,244752,19919.10308,25114.76443,5446,823267.0462,6926510.921,74747.12837,5379,5182.058644,2773.083187,6474.011689,3421.245668,17721.52472,354.8224127,1858.55027,2264,265.7945824,5043.508811,18262.20966,521.4472567,126933.2344,474,26529.33333,4603.388857,641.1495845,13620.55318,2781.696653,746.5920668,21302.11493,1479.202336,2131,13265,8212.542939,4463.274211,5347.548117,1675.715746,5817.485124,56023,12199.30186,4147.285126,4282.944941,87929.7029,6309.110216,159,8926.241758,296.6003094,3766.587678,7056,137307.443,19290.74023,1872.373851,11811.1835,2579.658273,22917.89322,8025.230769,19906.53861,5353.813221,11732,318,816502.8662,,23781917.53
1987,116053,153392,92406,75861,920822,1220284,847870,230788,76038.63188,141968,131614,877143,4884239.632,34331,93507,91073,409027,26754,5538931.632,262925,46564,487138,5290129,6086756,7513.806097,57261.6483,132365.7119,72318.9369,214478.8158,93251.64481,143997.4362,721188,,,,,,,,,,,,,,,,,,,,,,,,,1965457,230797,753685,68311.23876,142086,466148,85018,19676,157698,1923419.239,12858,12683,30468,16189,35288,10193,26094,6214,8167,7668,6035,12150,11988,32136,11473,239604,17374,2180397.239,1883027,886154,359323,1984142,122432,287854,180996,167970,62521,32624,87099,68898,13164,155994,32817,37529,6362544,10064,7839,3570,2768,54172,59127,18063.16248,155603.1625,1935.095658,184939,62811.89877,53344.00186,13997.06821,14733.15179,6705.255839,10698.50933,3192.097788,118495.127,63865.20755,266108,20630.90313,26134.83068,5834,853424.1476,7371571.31,74225.26986,5985,5104.119322,3016.986106,6364.00123,3562.485852,16839.38369,379.837722,1811.892104,2208,276.9108352,5079.151982,17970.44303,521.4472567,130135.0148,502,29020.66667,4005.025847,675.7617729,14274.24465,2870.31569,735.4860125,22568.53342,1554.555979,2189,12842,8392.700382,4571.889677,5448.635983,1727.498722,6408.220482,54762,12638.5334,4268.468777,4129.550118,87283.51292,6261.081464,156,9290.373626,311.4492006,3965.189573,7409,140099.0853,19720.30451,2031.388615,12413.00583,2615.982014,24450.71844,8533.444816,20439.95654,5497.233998,11588,337,829467.7582,,24693768.94
1988,119730,160632,93482,79581,961287,1260983,880671,236824,76005.89142,145926,135709,920841,5071671.891,36123,97670,97894,431389,28385,5763132.891,274737,46435,510815,5512845,6344832,7712.647213,56902.59608,135307.7889,73420.90842,219216.6656,93020.29899,141983.0947,727564,,,,,,,,,,,,,,,,,,,,,,,,,2007280,226438,751910,73289.65856,147896,471953,78003,19676,166879,1936044.659,13348,13114,31022,16300,39060,10384,27110,6263,8571,7889,5367,10256,12764,34228,11027,246703,17611,2200358.659,2016024,978822,379917,2107060,130699,320301,205047,175747,64329,28921,94083,74982,14199,166031,36491,38520,6831173,9228,8035,3681,2909,55033,62685,18715.3343,160286.3343,2003.489822,174532,49539.79596,54416.53443,13853.31706,15247.39063,6099,11018.47215,3240.150873,122283.6647,72341.84707,276460,20580.06027,27249.22722,6265,855129.9502,7846589.285,72671.8306,6843,5258.185424,3492.041791,6893.296832,3693.515903,16072.01937,391.8845683,1844.941638,2551,289.1055305,5089.052863,17645.92707,521.4472567,135593.4718,538,29584.58333,4086.444572,747.1288089,15076.50236,3042.848327,764.8258873,23926.54823,1753.778624,2189,12927,8524.522901,4689.632494,5440.211994,1791.877556,6844.382086,60367,13361.14013,4367.619037,4361.660706,95947.24521,6046.286212,159,9764.747253,324.5363589,4072.023697,7359,145854.6935,19951.60835,1984.384251,12937.49903,2733.02518,24478.16032,9147.852843,20555.91696,5841.443861,12672,356,863420.8507,,25753177.69
1989,124791,166396,93728,84092,1000286,1302212,906053,247906,76732.79102,150411,141599,940908,5235114.791,38223,101425,102922,454166,30000,5961850.791,286820,46850,523177,5703521,6560368,7916.863516,55882.88777,136418,71776.17481,215815.1324,90051.36095,140178.5805,718039,,,,,,,,,,,,,,,,,,,,,,,,,2037253,212373,776547,81061.9428,152686,491767,68466,19930,152577,1955407.943,13735,13867,31128,18377,39123,10491,28179,6329,8894,8428,5296,10215,13509,35919,10937,254427,17851,2227685.943,2051813,1043912,414090,2208858,138809,340751,230043,190217,65948,29989,96478,81996,14525,174001,39857,39543,7160830,9284,8233,3795,3031,55934,65615,19388.57935,165280.5794,2053.274974,181227,45160.35407,54894.82598,12386.86863,16388.75,6105.625747,11481.21571,3275.237253,126700.7553,65860.20613,279614,22766.30329,28202.50328,6706,855129.9502,8181240.53,75123.35194,6959,5143.995254,3943.9972,6814.421409,3747.119105,14632.39143,413.4767299,1912.984796,2698,289.6032731,5277.169604,17541.7247,525.6786139,139663.2047,560,30064.33333,4260.913268,799.3767313,15843.10417,3168.326608,768.6384134,25017.73901,1946.807819,2216,13014,8867.26145,4923.292657,5994.51046,1852.057771,7145.141873,61748,13899.55299,4738.180616,4367.715765,102145.8824,6167.692224,162,9597.714286,342.9716349,4163.791469,7349,148887.5888,21517.86578,2110.59597,13371.21456,2833.92446,25383.74248,9815.35786,20416.76445,5900.499475,13498,376,889921.6776,,26576358.94
1990,130476,171442,94863,84103,1026491,1264438,925654,258094,78333,152188,146900,944610,5277592,41459,101452,107427,474366,31205,6033501,291180,46729,524475,5803200,6665584,8125,49779,132560,66990,194920,80277,129953,662604,16530,33139,7394,21624,51266,129953,91706,40854,132560,20483,33397,73389,16980,41325,122295,15787,26413,32010,27112,1151040,15884,13300,311112,87468,1987995,212518,743765,84037.99818,159042,516692,64979,20105,160648,1961786.998,14446,14370,31087,17503,40267,10805,29050,6323,8898,8890,5297,10688,13923,37277,11110,259934,18094,2239814.998,2123852,1098100,450901,2321153,143025,373150,255732,200477,70320,30834,99770,89823,15609,182014,43330,42089,7540179,8861,8235,3912,2954,56874,68959,19439.11495,169234.115,2054,199819,44583,58511,12371,13111,6099,11487,3276,144438,70894,305395,25496,28212,7222,932968,8642381.115,73934,7202,5347,4178,6748,3879,14393,430,1982,2537,294,5394,16330,530,143000,576,29593,4500,833,16372,3304,794,26093,2033,2245,12780,9210,5146,6040,1825,7652,64082,14105,4619,4289,107459,6125,166,10032,366,4335,7231,147509,19793,2154,13852,2805,27387,10206,19922,6432,13766,395,902204,,27134084.11
1991,135168.902,174584.6592,96096.60112,78731.04763,1038922.027,1331699.55,938522.0702,263955.295,81165.71063,150263,145681.8955,931716.3072,5366507.066,42258.99783,104597.0515,112119.5251,486443.3446,32342,6144267.985,291916.4729,46112.65289,513291.9201,5791930.852,6643251.898,5850,45597.564,115943.7183,59019.33948,181245.2289,69921.267,112710.851,590287.9687,14610,26146.671,6935.572,19699.464,45319.144,112710.851,81054.40232,34889.316,115943.7183,18086.489,33163.221,72361.554,15282,32605.425,108842.55,14539.827,23084.962,30185.43,22367.4,1093488,14533.86,12674.9,284045.256,87030.66,1862291.534,233770,751203,90734.53807,161587,538508,66603,20687,177516,2040608.538,15226,14686,27481,17643,42280,11108,30125,6329,9138,8917,5281,11650,14271,38136,11499,263770,18545,2322923.538,2263794,1112340,474421,2398927.769,142191,407581.7195,277618,215619.7234,72668.24055,30633.87762,105395.3962,98397.02519,16603,191942.0364,46259.21695,44025.10242,7898417.108,8932,8860,4031,2681,57846,72964.81727,20296.34455,175611.1618,2148.484,220999,16540.293,61848.17061,12655.533,7735.49,8428.818,12176.22,3262.896,156570.792,75927.474,308224.3929,25546.992,28296.636,7853,948214.1915,9022242.461,73046.792,7252,5598.309,4378.5524,7422.8,4072.95,13846.066,421,1970.108,2800.848,278.124,5523.456,16330,532.65,138424,603,28202.129,4774.5,851.326,17239.716,3383.296,834.494,26458.302,2116.353,2281,12013,8629.77,5593.702,5985.64,1872.45,8141.728,68503.658,14796.145,4882.283,4396.225,113906.54,5861.625,166,9991.872,375.882,3988.2,6505,146033.91,21178.51,2207.85,14142.892,2785.365,28455.093,10308.06,18248.552,6432,14523.13,401,908967.8534,,27494233.24
